UDI,Product ID,Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Machine failure,TWF,HDF,PWF,OSF,RNF
7998,L07998,L,298.4,308.5,1511,32.7,217,1,1,0,0,0,0
7999,H07999,H,298.3,307.3,1313,39.4,34,1,0,1,0,0,0
8000,L08000,L,297.9,310.3,1686,32.3,86,0,0,0,0,0,0
8001,M08001,M,301.1,310.6,1720,40.6,84,0,0,0,0,0,0
8002,M08002,M,300.3,310.7,1556,44.9,113,0,0,0,0,0,0
8003,L08003,L,302.2,311.5,1623,31.0,38,0,0,0,0,0,0
8004,H08004,H,301.3,309.1,1434,40.0,12,0,0,0,0,0,0
8005,L08005,L,297.2,306.3,1388,46.9,150,0,0,0,0,0,0
8006,L08006,L,298.4,306.9,1466,32.5,99,0,0,0,0,0,0
8007,M08007,M,302.7,313.8,1453,38.3,81,0,0,0,0,0,0
8008,L08008,L,299.6,309.0,1511,39.9,9,0,0,0,0,0,0
8009,M08009,M,302.4,311.9,1438,46.0,80,0,0,0,0,0,0
8010,L08010,L,299.7,308.6,1555,42.2,203,1,1,0,0,0,0
8011,M08011,M,298.1,308.2,1415,44.6,42,0,0,0,0,0,0
8012,L08012,L,299.4,308.7,1767,40.3,126,0,0,0,0,0,0
8013,M08013,M,298.1,309.1,1363,39.5,122,1,0,1,0,0,0
8014,L08014,L,298.9,309.2,1639,46.8,250,1,1,0,1,0,0
8015,M08015,M,300.4,309.8,1474,36.9,50,0,0,0,0,0,0
8016,M08016,M,301.0,311.9,1546,25.6,64,0,0,0,0,0,0
8017,L08017,L,296.8,306.8,1601,30.0,114,0,0,0,0,0,0
8018,M08018,M,300.0,310.0,1516,39.3,70,0,0,0,0,0,0
8019,L08019,L,298.8,307.4,1437,39.0,97,0,0,0,0,0,0
8020,M08020,M,298.7,308.6,1467,37.7,20,0,0,0,0,0,0
8021,L08021,L,300.3,310.6,1567,40.1,118,0,0,0,0,0,0
8022,M08022,M,298.9,310.2,1511,45.9,79,0,0,0,0,0,0
8023,M08023,M,302.8,312.0,1398,43.3,13,0,0,0,0,0,0
8024,L08024,L,302.4,314.7,1679,41.5,28,0,0,0,0,0,0
8025,L08025,L,302.4,312.9,1301,36.6,12,1,0,1,0,0,0
8026,L08026,L,299.0,307.5,1525,37.2,206,1,1,0,0,0,0
8027,M08027,M,298.1,307.2,1408,44.4,168,0,0,0,0,0,0
8028,L08028,L,300.2,311.6,1568,39.9,164,0,0,0,0,0,0
8029,L08029,L,299.7,310.9,1652,40.9,250,1,1,0,0,0,0
8030,M08030,M,298.8,308.8,1359,44.5,50,1,0,1,0,0,0
8031,L08031,L,297.6,307.8,1785,38.0,19,0,0,0,0,0,0
8032,M08032,M,299.9,308.8,1520,47.7,150,0,0,0,0,0,0
8033,L08033,L,299.2,310.5,1588,36.5,67,0,0,0,0,0,0
8034,L08034,L,301.4,310.4,1406,36.8,47,0,0,0,0,0,0
8035,M08035,M,301.3,312.2,1495,31.2,179,0,0,0,0,0,0
8036,L08036,L,302.2,313.6,1647,42.3,86,0,0,0,0,0,0
8037,L08037,L,297.5,307.5,1571,36.4,249,1,1,0,0,0,0
8038,M08038,M,300.8,311.8,1514,46.2,188,0,0,0,0,0,0
8039,L08039,L,298.5,310.4,1545,40.8,64,0,0,0,0,0,0
8040,H08040,H,297.6,307.8,1312,40.2,84,1,0,1,0,0,0
8041,H08041,H,299.1,309.0,1312,36.6,88,1,0,1,0,0,0
8042,L08042,L,302.1,312.1,1667,42.6,234,1,1,0,0,0,0
8043,L08043,L,299.3,308.5,1638,38.3,87,0,0,0,0,0,0
8044,M08044,M,303.1,312.4,1603,40.3,20,0,0,0,0,0,0
8045,L08045,L,301.1,311.5,1468,43.3,122,0,0,0,0,0,0
8046,L08046,L,299.2,309.0,1534,41.0,78,0,0,0,0,0,0
8047,M08047,M,302.3,312.6,1623,34.5,125,0,0,0,0,0,0
8048,L08048,L,300.9,309.4,1427,43.3,156,0,0,0,0,0,0
8049,M08049,M,298.1,308.0,1613,43.0,202,1,1,0,0,0,0
8050,L08050,L,303.7,314.7,1491,41.9,138,0,0,0,0,0,0
8051,L08051,L,300.5,309.4,1464,43.5,66,0,0,0,0,0,0
8052,L08052,L,300.0,310.1,1547,43.2,191,0,0,0,0,0,0
8053,H08053,H,298.3,306.4,1338,39.6,30,0,0,0,0,0,0
8054,M08054,M,302.4,311.1,1310,39.7,112,1,0,1,0,0,0
8055,M08055,M,301.0,311.8,1508,51.1,16,1,0,0,1,0,0
8056,L08056,L,301.3,310.9,1603,45.6,78,0,0,0,0,0,0
8057,L08057,L,299.0,310.8,1672,38.0,216,1,1,0,0,0,0
8058,L08058,L,301.7,312.1,1611,42.3,160,0,0,0,0,0,0
8059,L08059,L,301.8,312.4,1747,32.8,64,0,0,0,0,0,0
8060,L08060,L,298.7,307.6,1686,35.1,122,0,0,0,0,0,0
8061,M08061,M,297.2,306.8,1574,33.0,53,0,0,0,0,0,0
8062,L08062,L,301.2,310.4,1597,40.5,199,0,0,0,0,0,0
8063,H08063,H,296.9,305.8,1573,40.8,64,0,0,0,0,0,0
8064,L08064,L,300.3,311.0,1329,47.1,36,1,0,1,0,0,0
8065,H08065,H,299.1,310.0,1402,39.9,102,0,0,0,0,0,0
8066,L08066,L,302.4,312.8,1364,46.7,250,1,1,1,0,0,0
8067,L08067,L,299.2,308.4,1616,42.1,91,0,0,0,0,0,0
8068,L08068,L,302.2,312.5,1476,52.5,64,1,0,0,1,0,0
8069,L08069,L,299.0,307.1,1852,44.8,29,1,0,0,1,0,0
8070,L08070,L,302.0,313.3,1498,47.5,80,0,0,0,0,0,0
8071,L08071,L,304.1,312.8,1561,43.6,7,0,0,0,0,0,0
8072,L08072,L,297.9,306.7,1510,35.4,211,1,1,0,0,0,0
8073,M08073,M,300.6,310.7,1451,42.0,118,0,0,0,0,0,0
8074,M08074,M,305.5,315.7,1375,52.5,28,1,0,1,0,0,0
8075,M08075,M,300.1,310.1,1372,43.8,30,1,0,1,0,0,0
8076,L08076,L,300.1,309.0,1332,37.6,167,1,0,1,0,0,0
8077,M08077,M,301.6,312.7,1555,41.1,19,0,0,0,0,0,0
8078,L08078,L,300.1,308.4,1508,35.0,250,1,1,0,0,0,0
8079,L08079,L,296.6,305.1,1743,33.3,13,0,0,0,0,0,0
8080,L08080,L,302.3,312.2,1426,42.8,163,0,0,0,0,0,0
8081,L08081,L,296.0,304.7,1698,41.7,75,0,0,0,0,0,0
8082,L08082,L,299.2,310.4,1707,33.9,98,0,0,0,0,0,0
8083,L08083,L,302.4,311.2,1678,35.4,140,0,0,0,0,0,0
8084,L08084,L,299.3,310.8,1573,32.1,19,0,0,0,0,0,0
8085,M08085,M,298.6,309.6,1466,39.7,99,0,0,0,0,0,0
8086,M08086,M,301.8,313.0,1628,29.0,24,0,0,0,0,0,0
8087,H08087,H,298.3,310.2,1371,39.8,33,1,0,1,0,0,0
8088,M08088,M,297.6,307.6,1527,40.1,152,0,0,0,0,0,0
8089,L08089,L,300.5,309.5,1546,30.8,217,1,1,0,0,0,0
8090,M08090,M,299.6,309.5,1411,35.9,14,0,0,0,0,0,0
8091,M08091,M,297.5,306.9,1528,39.4,44,0,0,0,0,0,0
8092,L08092,L,301.3,310.6,1624,37.8,32,0,0,0,0,0,0
8093,L08093,L,300.9,311.1,1457,39.7,152,0,0,0,0,0,0
8094,H08094,H,299.3,309.0,1496,41.5,236,1,1,0,0,0,0
8095,L08095,L,299.4,308.7,1327,33.4,250,1,1,1,0,0,0
8096,H08096,H,300.9,310.7,1345,45.1,61,1,0,1,0,0,0
8097,L08097,L,302.4,312.9,1504,38.4,111,0,0,0,0,0,0
8098,L08098,L,299.4,310.4,1586,36.2,70,0,0,0,0,0,0
8099,L08099,L,301.3,309.7,1637,29.3,37,0,0,0,0,0,0
8100,L08100,L,301.1,310.8,1558,38.1,99,0,0,0,0,0,0
8101,M08101,M,301.8,311.6,1557,42.0,69,0,0,0,0,0,0
8102,H08102,H,300.1,308.9,1434,41.4,116,0,0,0,0,0,0
8103,L08103,L,298.2,308.1,1590,39.9,42,0,0,0,0,0,0
8104,L08104,L,299.1,309.2,1585,37.5,113,0,0,0,0,0,0
8105,M08105,M,300.7,311.2,1449,40.2,108,0,0,0,0,0,0
8106,M08106,M,303.6,313.7,1464,34.8,83,0,0,0,0,0,0
8107,L08107,L,299.0,308.2,1610,38.9,58,0,0,0,0,0,0
8108,L08108,L,301.6,313.6,1731,35.2,244,1,1,0,0,0,0
8109,M08109,M,299.3,310.2,1621,33.2,199,0,0,0,0,0,0
8110,M08110,M,300.2,310.8,1387,44.9,86,0,0,0,0,0,0
8111,L08111,L,303.0,314.0,1437,32.8,173,0,0,0,0,0,0
8112,L08112,L,301.5,311.8,1496,42.7,42,0,0,0,0,0,0
8113,H08113,H,297.5,308.8,1460,43.3,35,0,0,0,0,0,0
8114,M08114,M,298.9,308.9,1505,37.3,94,0,0,0,0,0,0
8115,L08115,L,302.5,312.5,1674,43.4,223,1,1,0,0,0,0
8116,L08116,L,300.3,310.9,1680,35.5,196,0,0,0,0,0,0
8117,M08117,M,297.7,309.3,1501,36.9,46,0,0,0,0,0,0
8118,L08118,L,298.4,309.9,1527,33.7,91,0,0,0,0,0,0
8119,L08119,L,301.4,312.0,1602,38.9,135,0,0,0,0,0,0
8120,L08120,L,302.0,312.5,1656,33.6,250,1,1,0,0,0,0
8121,L08121,L,300.0,310.7,1605,35.0,166,0,0,0,0,0,0
8122,M08122,M,305.0,315.9,1457,40.1,60,0,0,0,0,0,0
8123,L08123,L,301.6,312.9,1489,40.0,91,0,0,0,0,0,0
8124,M08124,M,299.5,309.3,1389,47.4,89,0,0,0,0,0,0
8125,L08125,L,298.4,309.7,1569,44.0,144,0,0,0,0,0,0
8126,L08126,L,298.1,308.4,1612,41.6,80,0,0,0,0,0,0
8127,L08127,L,300.7,311.3,1623,38.0,159,0,0,0,0,0,0
8128,H08128,H,299.0,310.4,1565,37.3,67,0,0,0,0,0,0
8129,M08129,M,303.3,314.1,1648,38.4,10,0,0,0,0,0,0
8130,L08130,L,302.9,313.8,1413,38.1,99,0,0,0,0,0,0
8131,M08131,M,301.3,310.9,1540,36.1,249,1,1,0,0,0,0
8132,M08132,M,297.6,309.1,1544,39.2,23,0,0,0,0,0,0
8133,H08133,H,298.7,309.4,1443,36.2,8,0,0,0,0,0,0
8134,L08134,L,302.5,312.6,1467,36.2,40,0,0,0,0,0,0
8135,M08135,M,298.9,310.0,1644,43.3,112,0,0,0,0,0,0
8136,L08136,L,302.2,314.8,1491,33.2,47,0,0,0,0,0,0
8137,L08137,L,300.9,309.8,1331,36.5,92,1,0,1,0,0,0
8138,H08138,H,300.1,309.3,1452,46.8,7,0,0,0,0,0,0
8139,L08139,L,298.6,311.3,1526,37.8,43,0,0,0,0,0,0
8140,L08140,L,299.8,310.2,1736,44.5,68,1,0,0,1,0,0
8141,L08141,L,300.4,310.6,1599,33.2,80,0,0,0,0,0,0
8142,M08142,M,302.1,311.9,1469,40.7,79,0,0,0,0,0,0
8143,M08143,M,298.2,309.4,1480,44.1,41,0,0,0,0,0,0
8144,L08144,L,299.5,312.1,1529,35.2,154,0,0,0,0,0,0
8145,H08145,H,300.1,309.4,1672,46.7,144,1,0,0,1,0,0
8146,L08146,L,301.3,311.2,1618,36.9,42,0,0,0,0,0,0
8147,L08147,L,298.2,307.8,1409,43.5,99,0,0,0,0,0,0
8148,H08148,H,297.4,308.1,1426,37.4,177,0,0,0,0,0,0
8149,L08149,L,301.3,312.6,1548,47.0,35,0,0,0,0,0,0
8150,L08150,L,297.0,308.6,1439,42.1,205,1,1,0,0,0,0
8151,L08151,L,302.6,313.3,1372,51.8,142,1,0,1,0,0,0
8152,M08152,M,299.7,312.2,1560,45.3,25,0,0,0,0,0,0
8153,L08153,L,296.9,306.3,1470,44.5,142,0,0,0,0,0,0
8154,H08154,H,299.0,308.2,1575,34.5,63,0,0,0,0,0,0
8155,M08155,M,300.8,312.2,1501,40.4,230,1,1,0,0,0,0
8156,L08156,L,298.9,309.1,1503,38.4,168,0,0,0,0,0,0
8157,M08157,M,300.0,308.7,1258,42.5,74,1,0,1,0,0,0
8158,L08158,L,301.5,311.2,1672,39.0,237,1,1,0,0,0,0
8159,L08159,L,299.6,309.9,1579,34.7,250,1,1,0,0,0,0
8160,M08160,M,298.1,307.5,1455,39.7,52,0,0,0,0,0,0
8161,H08161,H,299.4,308.4,1361,40.9,46,1,0,1,0,0,0
8162,L08162,L,302.8,312.6,1710,32.8,250,1,1,0,0,0,0
8163,L08163,L,303.4,312.3,1444,44.6,92,0,0,0,0,0,0
8164,L08164,L,296.0,306.6,1513,41.0,250,1,1,0,0,0,0
8165,L08165,L,302.2,310.2,1607,43.0,9,0,0,0,0,0,0
8166,L08166,L,300.5,310.6,1695,40.5,160,0,0,0,0,0,0
8167,L08167,L,301.8,312.4,1528,31.1,209,1,1,0,0,0,0
8168,M08168,M,298.9,308.8,1427,36.6,73,0,0,0,0,0,0
8169,L08169,L,296.5,307.6,1539,47.9,63,0,0,0,0,0,0
8170,L08170,L,301.2,309.8,1640,42.5,204,1,1,0,0,0,0
8171,M08171,M,298.1,307.4,1613,30.8,33,0,0,0,0,0,0
8172,M08172,M,297.2,306.9,1362,43.7,55,1,0,1,0,0,0
8173,L08173,L,297.4,308.1,1561,35.2,250,1,1,0,0,0,0
8174,L08174,L,301.2,311.4,1407,30.5,59,0,0,0,0,0,0
8175,M08175,M,300.3,312.4,1588,47.4,243,1,1,0,0,0,0
8176,L08176,L,301.6,310.8,1592,39.5,45,0,0,0,0,0,0
8177,L08177,L,301.3,309.9,1458,41.5,141,0,0,0,0,0,0
8178,M08178,M,299.2,310.9,1653,32.2,188,0,0,0,0,0,0
8179,L08179,L,299.9,308.4,1584,33.4,16,0,0,0,0,0,0
8180,L08180,L,299.0,309.7,1573,31.3,65,0,0,0,0,0,0
8181,L08181,L,299.6,308.6,1532,46.8,133,0,0,0,0,0,0
8182,L08182,L,298.1,306.0,1549,31.3,40,0,0,0,0,0,0
8183,L08183,L,300.8,310.4,1512,48.0,147,0,0,0,0,0,0
8184,H08184,H,302.2,313.0,1376,36.3,31,1,0,1,0,0,0
8185,L08185,L,298.4,307.1,1673,32.1,78,0,0,0,0,0,0
8186,L08186,L,302.6,313.1,1501,39.7,124,0,0,0,0,0,0
8187,L08187,L,300.2,311.0,1497,36.6,124,0,0,0,0,0,0
8188,H08188,H,300.5,309.2,1437,41.1,23,0,0,0,0,0,0
8189,L08189,L,296.6,306.4,1692,33.7,54,0,0,0,0,0,0
8190,L08190,L,296.4,308.0,1663,36.8,180,0,0,0,0,0,0
8191,M08191,M,300.3,310.9,1461,36.6,43,0,0,0,0,0,0
8192,L08192,L,301.6,311.3,1673,42.6,166,0,0,0,0,0,0
8193,L08193,L,298.7,309.1,1561,42.0,177,0,0,0,0,0,0
8194,L08194,L,303.3,312.7,1466,41.6,60,0,0,0,0,0,0
8195,L08195,L,301.5,312.6,1502,45.2,18,0,0,0,0,0,0
8196,L08196,L,298.2,309.3,1687,39.4,195,0,0,0,0,0,0
8197,M08197,M,300.1,310.2,1708,38.8,92,0,0,0,0,0,0
8198,L08198,L,305.0,315.2,1582,38.6,83,0,0,0,0,0,0
8199,L08199,L,297.5,306.5,1493,36.5,250,1,1,0,0,0,0
8200,L08200,L,301.1,309.7,1538,36.1,250,1,1,0,0,0,0
8201,L08201,L,299.4,309.0,1474,41.0,140,0,0,0,0,0,0
8202,L08202,L,301.4,311.3,1488,45.2,197,0,0,0,0,0,0
8203,H08203,H,302.5,313.6,1378,44.1,31,1,0,1,0,0,0
8204,L08204,L,299.2,310.1,1542,42.4,75,0,0,0,0,0,0
8205,M08205,M,302.2,312.4,1512,34.3,48,0,0,0,0,0,0
8206,L08206,L,304.4,315.6,1535,42.3,23,0,0,0,0,0,0
8207,L08207,L,300.1,309.2,1528,37.7,31,0,0,0,0,0,0
8208,L08208,L,301.6,312.6,1626,39.6,40,0,0,0,0,0,0
8209,L08209,L,298.8,308.0,1527,42.5,71,0,0,0,0,0,0
8210,L08210,L,300.0,311.3,1533,33.9,39,0,0,0,0,0,0
8211,L08211,L,299.6,309.6,1532,40.5,87,0,0,0,0,0,0
8212,M08212,M,301.6,309.6,1654,39.6,83,0,0,0,0,0,0
8213,L08213,L,302.4,313.1,1501,45.0,250,1,1,0,0,0,0
8214,L08214,L,299.8,310.6,1610,36.3,52,0,0,0,0,0,0
8215,L08215,L,303.1,312.6,1475,39.9,150,0,0,0,0,0,0
8216,L08216,L,303.1,312.7,1585,40.0,176,0,0,0,0,0,0
8217,L08217,L,301.7,311.5,1605,36.4,61,0,0,0,0,0,0
8218,L08218,L,299.0,307.0,1658,35.7,144,0,0,0,0,0,0
8219,L08219,L,298.8,306.4,1512,37.0,162,0,0,0,0,0,0
8220,M08220,M,298.4,309.7,1389,40.5,198,0,0,0,0,0,0
8221,M08221,M,301.9,311.1,1422,49.5,101,0,0,0,0,0,0
8222,L08222,L,297.6,309.4,1646,38.1,205,1,1,0,0,0,0
8223,L08223,L,301.4,312.7,1758,39.9,106,0,0,0,0,0,0
8224,M08224,M,297.8,309.4,1583,39.3,132,0,0,0,0,0,0
8225,L08225,L,301.6,311.0,1424,39.2,136,0,0,0,0,0,0
8226,L08226,L,300.0,308.4,1630,38.6,250,1,1,0,0,0,0
8227,L08227,L,302.7,311.6,1456,44.3,104,0,0,0,0,0,0
8228,L08228,L,302.3,311.8,1515,39.6,156,0,0,0,0,0,0
8229,L08229,L,302.9,310.5,1569,38.5,196,0,0,0,0,0,0
8230,L08230,L,302.9,312.4,1586,38.0,36,0,0,0,0,0,0
8231,L08231,L,300.3,310.1,1557,34.5,31,0,0,0,0,0,0
8232,L08232,L,297.7,306.4,1490,45.3,52,0,0,0,0,0,0
8233,M08233,M,297.9,306.9,1606,36.7,34,0,0,0,0,0,0
8234,L08234,L,295.8,305.6,1497,47.4,41,0,0,0,0,0,0
8235,L08235,L,297.8,308.2,1675,39.5,105,0,0,0,0,0,0
8236,L08236,L,300.1,309.2,1414,47.9,250,1,1,0,0,0,0
8237,M08237,M,298.9,309.2,1522,38.8,172,0,0,0,0,0,0
8238,M08238,M,299.6,309.8,1377,37.6,145,1,0,1,0,0,0
8239,M08239,M,301.0,311.0,1417,46.1,131,0,0,0,0,0,0
8240,L08240,L,299.4,308.7,1499,37.2,30,0,0,0,0,0,0
8241,M08241,M,297.8,306.4,1652,44.9,153,0,0,0,0,0,0
8242,M08242,M,299.9,311.6,1631,41.6,60,0,0,0,0,0,0
8243,L08243,L,298.2,308.8,1637,45.9,143,0,0,0,0,0,0
8244,L08244,L,299.5,310.5,1553,34.6,194,0,0,0,0,0,0
8245,L08245,L,302.7,312.6,1569,44.1,163,0,0,0,0,0,0
8246,M08246,M,299.5,309.3,1627,35.0,97,0,0,0,0,0,0
8247,L08247,L,303.5,314.0,1620,26.8,160,0,0,0,0,0,0
8248,L08248,L,302.9,311.0,1552,44.0,20,0,0,0,0,0,0
8249,H08249,H,298.8,307.7,1599,39.0,69,0,0,0,0,0,0
8250,M08250,M,297.8,307.0,1581,44.0,37,0,0,0,0,0,0
8251,H08251,H,299.9,309.4,1474,40.7,68,0,0,0,0,0,0
8252,H08252,H,302.3,311.4,1404,41.1,59,0,0,0,0,0,0
8253,L08253,L,299.0,309.4,1495,47.5,97,0,0,0,0,0,0
8254,M08254,M,301.8,311.9,1466,40.9,114,0,0,0,0,0,0
8255,L08255,L,302.4,313.8,1596,36.7,250,1,1,0,0,0,0
8256,M08256,M,298.5,310.9,1584,38.7,50,0,0,0,0,0,0
8257,L08257,L,298.6,307.4,1406,41.7,74,0,0,0,0,0,0
8258,H08258,H,301.4,311.6,1255,28.2,53,1,0,1,0,0,0
8259,M08259,M,300.3,310.4,1405,43.4,11,0,0,0,0,0,0
8260,M08260,M,298.6,308.6,1459,47.2,63,0,0,0,0,0,0
8261,L08261,L,299.3,308.2,1670,38.1,131,0,0,0,0,0,0
8262,L08262,L,299.9,308.9,1522,37.7,171,0,0,0,0,0,0
8263,M08263,M,296.9,307.1,1525,41.7,56,0,0,0,0,0,0
8264,L08264,L,301.5,310.6,1592,47.8,174,0,0,0,0,0,0
8265,M08265,M,299.0,309.2,1398,43.4,45,0,0,0,0,0,0
8266,L08266,L,294.4,304.2,1696,39.1,100,0,0,0,0,0,0
8267,M08267,M,300.0,310.1,1434,38.7,131,0,0,0,0,0,0
8268,L08268,L,298.5,307.6,1706,32.6,250,1,1,0,0,0,0
8269,M08269,M,303.4,313.5,1487,40.2,193,0,0,0,0,0,0
8270,M08270,M,298.8,307.9,1466,40.5,125,0,0,0,0,0,0
8271,L08271,L,297.8,308.0,1439,31.0,155,0,0,0,0,0,0
8272,L08272,L,301.0,312.4,1570,35.7,36,0,0,0,0,0,0
8273,L08273,L,298.7,308.9,1775,43.0,32,0,0,0,0,0,0
8274,L08274,L,298.4,308.8,1591,37.8,237,1,1,0,0,0,0
8275,L08275,L,301.0,311.8,1577,27.0,219,1,1,0,0,0,0
8276,M08276,M,297.9,306.5,1433,48.7,7,0,0,0,0,0,0
8277,L08277,L,297.1,308.8,1609,34.5,40,0,0,0,0,0,0
8278,L08278,L,303.5,312.4,1566,37.0,64,0,0,0,0,0,0
8279,L08279,L,301.2,312.0,1544,44.9,110,0,0,0,0,0,0
8280,L08280,L,299.5,310.2,1599,35.3,82,0,0,0,0,0,0
8281,L08281,L,300.0,309.1,1368,31.5,104,1,0,1,0,0,0
8282,H08282,H,301.0,312.0,1440,41.7,70,0,0,0,0,0,0
8283,M08283,M,301.9,312.4,1380,45.2,48,0,0,0,0,0,0
8284,L08284,L,298.5,310.4,1553,37.1,55,0,0,0,0,0,0
8285,L08285,L,300.7,310.9,1478,39.6,91,0,0,0,0,0,0
8286,M08286,M,299.0,308.9,1434,34.8,131,0,0,0,0,0,0
8287,L08287,L,299.6,309.1,1417,35.9,250,1,1,0,0,0,0
8288,L08288,L,300.3,308.6,1662,36.8,42,0,0,0,0,0,0
8289,L08289,L,300.0,309.7,1482,43.4,250,1,1,0,0,0,0
8290,L08290,L,301.5,311.2,1488,40.6,84,0,0,0,0,0,0
8291,H08291,H,301.0,311.2,1603,44.1,194,0,0,0,0,0,0
8292,M08292,M,297.0,305.6,1557,47.7,45,0,0,0,0,0,0
8293,L08293,L,297.3,307.0,1347,46.0,121,1,0,1,0,0,0
8294,L08294,L,299.3,309.8,1689,30.2,250,1,1,0,0,0,0
8295,M08295,M,303.7,314.3,1665,36.9,93,0,0,0,0,0,0
8296,M08296,M,298.3,306.4,1655,42.8,70,0,0,0,0,0,0
8297,M08297,M,299.6,310.3,1567,38.7,93,0,0,0,0,0,0
8298,M08298,M,298.9,308.7,1390,33.0,59,0,0,0,0,0,0
8299,L08299,L,298.9,308.7,1545,36.8,159,0,0,0,0,0,0
8300,M08300,M,300.4,308.0,1355,30.1,130,0,0,0,0,0,0
8301,M08301,M,302.8,314.3,1413,39.5,36,0,0,0,0,0,0
8302,L08302,L,300.9,311.1,1439,37.2,98,0,0,0,0,0,0
8303,M08303,M,298.4,306.9,1437,38.8,36,0,0,0,0,0,0
8304,L08304,L,305.5,315.9,1566,45.2,39,0,0,0,0,0,0
8305,L08305,L,300.2,310.5,1506,33.3,102,0,0,0,0,0,0
8306,L08306,L,298.8,310.1,1501,36.4,123,0,0,0,0,0,0
8307,L08307,L,302.8,312.5,1521,34.1,217,1,1,0,0,0,0
8308,L08308,L,299.1,309.1,1700,43.4,125,0,0,0,0,0,0
8309,L08309,L,303.3,312.7,1766,43.0,40,0,0,0,0,0,0
8310,L08310,L,298.3,308.9,1505,41.8,250,1,1,0,0,0,0
8311,L08311,L,302.9,312.1,1584,40.7,75,0,0,0,0,0,0
8312,L08312,L,300.4,309.5,1466,34.3,113,0,0,0,0,0,0
8313,L08313,L,302.6,312.5,1627,39.7,85,0,0,0,0,0,0
8314,M08314,M,303.8,312.6,1452,34.9,21,0,0,0,0,0,0
8315,L08315,L,297.7,309.3,1479,40.4,9,0,0,0,0,0,0
8316,L08316,L,302.6,314.5,1750,35.8,144,0,0,0,0,0,0
8317,M08317,M,297.2,306.7,1364,38.4,21,1,0,1,0,0,0
8318,M08318,M,297.9,306.5,1255,42.6,71,1,0,1,0,0,0
8319,M08319,M,298.4,308.7,1573,42.7,14,0,0,0,0,0,0
8320,L08320,L,301.0,310.5,1513,48.7,250,1,1,0,0,0,0
8321,L08321,L,300.1,311.2,1485,42.9,142,0,0,0,0,0,0
8322,M08322,M,299.7,308.9,1773,48.7,53,1,0,0,1,0,0
8323,L08323,L,300.3,310.8,1623,39.8,184,0,0,0,0,0,0
8324,L08324,L,301.2,311.3,1544,48.5,156,0,0,0,0,0,0
8325,L08325,L,301.3,310.7,1479,42.4,33,0,0,0,0,0,0
8326,M08326,M,302.2,312.4,1545,40.8,117,0,0,0,0,0,0
8327,L08327,L,303.6,314.5,1377,40.4,250,1,1,1,0,0,0
8328,H08328,H,300.0,310.0,1398,42.5,34,0,0,0,0,0,0
8329,M08329,M,299.0,309.1,1496,42.2,163,0,0,0,0,0,0
8330,L08330,L,301.2,310.4,1571,32.2,67,0,0,0,0,0,0
8331,M08331,M,297.7,308.9,1486,43.6,105,0,0,0,0,0,0
8332,M08332,M,298.6,309.7,1431,33.3,145,0,0,0,0,0,0
8333,M08333,M,302.0,311.6,1592,42.6,8,0,0,0,0,0,0
8334,L08334,L,299.8,309.6,1385,44.1,103,0,0,0,0,0,0
8335,M08335,M,297.6,309.0,1472,47.4,97,0,0,0,0,0,0
8336,L08336,L,297.0,305.9,1498,35.7,67,0,0,0,0,0,0
8337,H08337,H,300.1,310.7,1551,34.6,54,0,0,0,0,0,0
8338,L08338,L,302.3,311.7,1504,45.5,38,0,0,0,0,0,0
8339,L08339,L,302.3,314.0,1594,33.7,130,0,0,0,0,0,0
8340,M08340,M,300.2,310.3,1533,33.8,68,0,0,0,0,0,0
8341,M08341,M,304.0,315.3,1316,42.9,44,1,0,1,0,0,0
8342,L08342,L,299.8,309.0,1543,39.3,62,0,0,0,0,0,0
8343,L08343,L,299.7,308.5,1376,42.0,57,1,0,1,0,0,0
8344,L08344,L,294.9,304.6,1585,41.8,118,0,0,0,0,0,0
8345,H08345,H,299.1,309.4,1377,43.9,43,1,0,1,0,0,0
8346,M08346,M,301.7,311.2,1619,38.4,184,0,0,0,0,0,0
8347,M08347,M,303.1,313.9,1482,40.4,132,0,0,0,0,0,0
8348,L08348,L,298.3,308.1,1473,39.9,247,1,1,0,0,0,0
8349,L08349,L,300.9,308.8,1670,38.5,196,0,0,0,0,0,0
8350,M08350,M,302.1,312.6,1413,33.9,46,0,0,0,0,0,0
8351,M08351,M,300.0,309.1,1589,42.9,42,0,0,0,0,0,0
8352,L08352,L,295.4,305.1,1597,44.3,49,0,0,0,0,0,0
8353,M08353,M,300.5,312.0,1463,43.6,145,0,0,0,0,0,0
8354,L08354,L,301.5,313.3,1416,43.6,46,0,0,0,0,0,0
8355,L08355,L,298.1,307.5,1674,33.3,67,0,0,0,0,0,0
8356,L08356,L,299.5,310.1,1600,31.9,172,0,0,0,0,0,0
8357,L08357,L,297.7,307.1,1473,44.4,146,0,0,0,0,0,0
8358,L08358,L,294.9,304.6,1574,39.4,29,0,0,0,0,0,0
8359,L08359,L,302.1,311.4,1651,39.3,93,0,0,0,0,0,0
8360,L08360,L,300.0,308.3,1561,40.5,68,0,0,0,0,0,0
8361,M08361,M,303.2,313.3,1524,41.0,51,0,0,0,0,0,0
8362,L08362,L,301.7,312.0,1653,41.7,77,0,0,0,0,0,0
8363,L08363,L,299.3,308.6,1704,37.5,159,0,0,0,0,0,0
